,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Balkans,Balkans,LOC,0.22222222,0.44444444,en,1.00000000,,0,,,,,,
England,England,GPE,0.22222222,0.44444444,en,1.00000000,4014770-8,11919979,L,44.00000000,-71.00000000,NORTH-AMERICA,United States,ENA
Baculin,Baculin,GPE,0.00000000,0.00000000,en,1.00000000,,1728694,P,8.51944000,126.33861000,ASIA,Philippines,SEA
Damascus,Damascus,GPE,0.00000000,0.00000000,en,1.00000000,4010956-2,170654,P,33.51020000,36.29128000,EUROPE-AFRICA,Syria,MED
Buldan,Buldan,GPE,0.00000000,0.00000000,en,1.00000000,4593212-8,320437,P,38.04500000,28.83056000,EUROPE-AFRICA,Turkey,MED
Denizli,Denizli,GPE,0.00000000,0.00000000,en,1.00000000,4488376-6,317109,P,37.77417000,29.08750000,EUROPE-AFRICA,Turkey,MED
Serik district,Serik district,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Thrace,Thrace,GPE,-0.05555556,0.14444444,en,1.00000000,,738770,L,41.33333000,26.75000000,EUROPE-AFRICA,Turkey,MED
Earth,Earth,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Baskil district,Baskil district,LOC,0.50000000,0.90000000,en,1.00000000,,0,,,,,,
Memphis,Memphis,GPE,-0.06250000,0.18750000,en,1.00000000,4115092-2,4641239,P,35.14953000,-90.04898000,NORTH-AMERICA,United States,CNA
the United States,the United States,GPE,0.06250000,0.50000000,en,1.00000000,,0,L,-14.60485000,-57.65625000,,,
Yilan,Yilan,GPE,0.00000000,0.00000000,en,1.00000000,4407796-8,1674199,P,24.75700000,121.75300000,ASIA,Taiwan,EAS
Savaştepe,Savaştepe,GPE,-0.12500000,0.37500000,en,1.00000000,,8632434,A,39.39260000,27.66367000,EUROPE-AFRICA,Turkey,MED
Finland,Finland,GPE,-0.12500000,0.37500000,en,1.00000000,4017243-0,660013,A,64.00000000,26.00000000,EUROPE,Finland,NEU
Northern Europe,Northern Europe,LOC,-0.33333333,0.66666667,en,1.00000000,,0,,,,,,
Johannes,Johannes,GPE,-0.33333333,0.66666667,en,1.00000000,,3422777,L,83.33333000,-32.00000000,POLAR,Greenland,GIC
Bornova,Bornova,GPE,-0.10833333,0.37500000,en,1.00000000,5164706-0,7732711,A,38.48492000,27.25235000,EUROPE-AFRICA,Turkey,MED
Çukurova,Çukurova,GPE,0.00000000,1.00000000,en,1.00000000,4010754-1,318458,L,37.00000000,36.00000000,EUROPE-AFRICA,Turkey,MED
Sarıçam District,Sarıçam District,LOC,-0.20000000,0.50000000,en,1.00000000,,740120,T,41.28333000,32.25000000,EUROPE-AFRICA,Turkey,MED
Köşk district,Köşk district,LOC,-0.20000000,0.50000000,en,1.00000000,,306847,P,38.24436000,40.61187000,ASIA,Turkey,WCA
Mount Hasan,Mount Hasan,LOC,-0.13333333,0.60000000,en,1.00000000,,312495,T,38.12686000,34.16499000,EUROPE-AFRICA,Turkey,MED
İstanköy,İstanköy,GPE,-0.12500000,0.37500000,en,1.00000000,4032541-6,259244,T,36.84452000,27.14665000,EUROPE-AFRICA,Greece,MED
Gümbet Bay,Gümbet Bay,LOC,0.05833333,0.45833333,en,1.00000000,,9889401,H,37.02918000,27.40320000,EUROPE-AFRICA,Turkey,MED
Cide district,Cide district,LOC,-0.14166667,0.32500000,en,1.00000000,,6960552,P,28.43013000,101.03879000,ASIA,China,EAS
Leros Island,Leros Island,LOC,0.10000000,0.40000000,en,1.00000000,,258478,T,37.14667000,26.84250000,EUROPE-AFRICA,Greece,MED
Kuşadası,Kuşadası,GPE,-0.10000000,0.25000000,en,1.00000000,4339920-4,305359,P,37.86014000,27.25713000,EUROPE-AFRICA,Turkey,MED
Marmara Ereğlisi,Marmara Ereğlisi,GPE,0.07314815,0.38796296,en,1.00000000,7758055-2,741725,P,40.96907000,27.95503000,EUROPE-AFRICA,Turkey,MED
Çorlu,Çorlu,GPE,0.07314815,0.38796296,en,1.00000000,1164778536,748893,P,41.16069000,27.80093000,EUROPE-AFRICA,Turkey,MED
the Alpine-Himalayan earthquake zone,the Alpine-Himalayan earthquake zone,LOC,0.15476190,0.44285714,en,1.00000000,,0,,,,,,
Canada,Canada,GPE,0.00000000,0.00000000,en,1.00000000,4029456-0,6251999,A,60.10867000,-113.64258000,NORTH-AMERICA,Canada,NWN
Bandırma,Bandırma,GPE,-0.12500000,0.37500000,en,1.00000000,4690987-4,751077,P,40.35222000,27.97667000,EUROPE-AFRICA,Turkey,MED
Niscemi,Niscemi,GPE,-0.05625000,0.44375000,en,1.00000000,4461093-2,2524006,P,37.14649000,14.39381000,EUROPE-AFRICA,Italy,MED
Washington,Washington,GPE,0.06250000,0.50000000,en,1.00000000,4064682-8,4140963,P,38.89511000,-77.03637000,NORTH-AMERICA,United States,ENA
Sicily,Sicily,GPE,-0.12500000,1.00000000,en,1.00000000,4055193-3,2523118,T,37.62304000,13.93457000,EUROPE-AFRICA,Italy,MED
Asia,Asia,LOC,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Los Angeles,Los Angeles,GPE,0.50000000,0.50000000,en,1.00000000,4036361-2,5368361,P,34.05223000,-118.24368000,NORTH-AMERICA,United States,WNA
California,California,GPE,0.00000000,0.00000000,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
the South Aegean,the South Aegean,LOC,-0.08333333,0.71666667,en,1.00000000,,11962665,S,37.30904000,26.54747000,EUROPE-AFRICA,Greece,MED
Avcılar,Avcılar,GPE,-0.12500000,0.37500000,en,1.00000000,,7732454,A,41.02355000,28.71860000,EUROPE-AFRICA,Turkey,MED
Aksu,Aksu,GPE,0.39166667,0.59166667,en,1.00000000,7534575-4,1529660,P,41.18418000,80.27921000,ASIA,China,ECA
Israel,Israel,GPE,0.00000000,0.00000000,en,1.00000000,4027808-6,294640,A,31.50000000,34.75000000,EUROPE-AFRICA,Israel,MED
Beylikdüzü,Beylikdüzü,GPE,0.00000000,0.00000000,en,1.00000000,,6947640,P,40.98200000,28.63990000,EUROPE-AFRICA,Turkey,MED
Göle,Göle,GPE,0.18750000,0.43750000,en,1.00000000,,746643,P,40.78746000,42.60603000,ASIA,Turkey,WCA
Karaçoban,Karaçoban,LOC,0.18750000,0.43750000,en,1.00000000,,8631388,A,39.35157000,42.10970000,ASIA,Turkey,WCA
Southeastern Anatolia Region,Southeastern Anatolia Region,LOC,0.00000000,0.00000000,en,1.00000000,,10922506,L,38.10898000,41.32862000,ASIA,Turkey,WCA
Manavgat,Manavgat,GPE,0.80000000,0.75000000,en,1.00000000,16324467-4,304854,P,36.78667000,31.44306000,EUROPE-AFRICA,Turkey,MED
Aksu Stream,Aksu Stream,GPE,0.50000000,0.50000000,en,1.00000000,,1512006,H,43.34135000,73.96791000,ASIA,Kazakhstan,WCA
Northeast,Northeast,LOC,-0.25000000,0.45000000,en,1.00000000,,11887749,L,42.80019000,-74.11805000,NORTH-AMERICA,United States,ENA
Seydikemer,Seydikemer,GPE,0.00000000,0.00000000,en,1.00000000,,9548757,A,36.64308000,29.34929000,EUROPE-AFRICA,Turkey,MED
Midwest,Midwest,LOC,-0.25000000,0.45000000,en,1.00000000,4074909-5,12212748,L,43.61327000,-88.28917000,NORTH-AMERICA,United States,ENA
Qamishli,Qamishli,GPE,-0.80000000,1.00000000,en,1.00000000,,173378,A,36.85071000,41.17243000,ASIA,Syria,WCA
jamra fall,jamra fall,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
