day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-11-21,-0.45755583772122105,1.0,0.19353303410564554,1.0,1.0
2025-11-30,-0.2849054667520856,0.562023389268264,-0.9254791993341844,0.6332859732966356,3.0
2025-12-01,0.43928225880055455,0.2525784650847443,0.2651876843808975,0.585089705722642,3.0
2025-12-02,0.7200635134219551,0.21910326678909156,0.6437009581991135,0.3139709771287865,2.0
2025-12-05,-0.16071479673925038,1.0,1.4645886318555148,1.0,1.0
2025-12-06,-0.8497465557679821,1.0,-0.4812764885872465,1.0,1.0
2025-12-07,0.5576990735015244,1.0,0.04702273914439257,1.0,1.0
2025-12-08,-0.10529892946135973,1.0,-0.7118039684321018,1.0,1.0
2025-12-09,-1.2216565236197587,1.0,0.7393000039281075,1.0,1.0
2025-12-10,-0.8828342929036815,0.9849529638692925,0.5962228354070587,1.1521238773133438,2.0
2025-12-11,-0.3032127411681119,1.0,0.12642772729476978,1.0,1.0
2025-12-12,0.39087951148708105,0.6037399417025975,0.47315718158563197,0.5554741325577499,2.0
2025-12-14,0.39254076551842404,1.0,0.384353880018774,1.0,1.0
2025-12-15,0.27669135537435396,0.617686058452249,0.19892517596209186,0.581384491505945,2.0
2025-12-16,-0.16094428498851487,0.06999841927551669,0.040466621580159054,0.2620322623380539,2.0
2025-12-17,1.6626771170382575,0.6600635414941852,0.10685277181049042,0.7185870343085214,3.0
2025-12-19,-0.6001706442836794,1.0,-0.7354255296014526,1.0,1.0
2025-12-21,0.3604506127819994,1.0294316982670144,-1.1557109747232455,0.36706793982053637,2.0
2025-12-22,0.31614915152747197,0.7084172521249775,1.0520917065308286,0.6613738704350898,6.0
2025-12-24,0.5108761293550421,0.7001417606177137,0.44371255072687044,0.8466477784466976,5.0
2025-12-25,0.2663230840148737,0.8562162763326132,-0.8928710595518399,0.8814929179664998,3.0
2025-12-26,-0.2922839349726811,0.8832308726550167,0.4975637731542783,0.3908208883955404,4.0
2025-12-27,1.1528989533227836,0.8711004642814192,-0.3631296875341189,2.040189864659717,2.0
2025-12-28,-0.36671198482783257,0.6181605685171148,-0.8696124884129136,0.7798711926524281,7.0
2025-12-29,-0.019502457191003308,0.49799488766214456,-0.4091093019679759,0.9620709604584362,6.0
2025-12-30,0.3885387397960725,1.2053189007967382,0.8324234246029596,0.3977521979967445,7.0
2025-12-31,-0.025525028082205685,1.2357132014224972,-0.28031214151125317,1.4371915796548034,7.0
2026-01-01,-0.379706551356802,0.45116221825987224,-1.305981994051931,1.4986409770956466,4.0
2026-01-03,-0.12179725625311133,0.6165239455908387,0.8608057814096126,0.5974546910382984,3.0
2026-01-05,0.8490167313621358,1.0,0.38850681133576725,1.0,1.0
2026-01-06,0.5207387795725441,0.9301587437918585,-0.8325414743149614,1.2244714376478503,3.0
2026-01-07,0.41954715472513476,1.593329276267329,-0.3040482756238536,0.5700108049965931,2.0
2026-01-08,-0.05357843658463879,0.4430003550942739,0.3178617242423913,0.3868486250514076,3.0
2026-01-09,0.7747263692221292,1.2921022368835482,1.0671665507142098,0.8743719503410252,3.0
2026-01-10,0.21768023465069733,0.8650943498045844,0.1252295865340821,0.8488268977750262,12.0
2026-01-11,-0.6983995212899037,0.6376614917593608,-0.4250427316437973,0.5858049195887276,2.0
2026-01-12,-0.5908045960130018,1.561954870134758,0.6836370061342549,0.15715394390995133,3.0
2026-01-15,1.1447549064120917,1.0,0.18963370794203946,1.0,1.0
2026-01-16,-1.0170313230473877,1.0,0.29932456681485,1.0,1.0
2026-01-18,-0.710786869744192,1.0,0.6620456927863613,1.0,1.0
2026-01-19,-1.0986284126516896,1.2988938854485272,-0.7550427702104789,1.3049674985124136,3.0
2026-01-20,-0.05758578604874989,1.0,-1.165330258722762,1.0,1.0
2026-01-21,-0.7559064491621582,1.3063895156453447,-0.2062640054088778,0.7585752934986826,12.0
2026-01-22,0.15440522211408123,0.9418098320593473,-0.06104240966818797,0.6972130121549612,9.0
2026-01-23,-0.35024267055381364,0.5281292622864755,-0.45010972019148937,0.44142607645814963,4.0
2026-01-24,0.11733511468399317,0.5179643069245652,0.7672460985597462,0.4073357874702559,3.0
2026-01-25,-1.9189358366406497,1.0,2.2260056362836393,1.0,1.0
